sno,language,question_type,category,level,question,option1,answer1,option2,answer2,option3,answer3,option4,answer4,option5,answer5,option6,answer6,option7,answer7,option8,answer8
437,mr,single_choice,general_studies,easy,[Marathi] Which is the highest civilian award in India?,Bharat Ratna,TRUE,Padma Vibhushan,FALSE,Padma Bhushan,FALSE,Padma Shri,FALSE,,,,,,,,
438,mr,single_choice,general_studies,easy,[Marathi] How many states are there in India as of 2024?,28,TRUE,29,FALSE,30,FALSE,27,FALSE,,,,,,,,
439,mr,single_choice,general_studies,moderate,[Marathi] Who is known as the Father of the Indian Constitution?,Dr B R Ambedkar,TRUE,Jawaharlal Nehru,FALSE,Mahatma Gandhi,FALSE,Sardar Patel,FALSE,,,,,,,,
440,mr,single_choice,general_studies,moderate,[Marathi] Which Indian scientist is known as the Missile Man?,Dr APJ Abdul Kalam,TRUE,Vikram Sarabhai,FALSE,Homi Bhabha,FALSE,C V Raman,FALSE,,,,,,,,
441,mr,single_choice,general_studies,moderate,[Marathi] What is the currency of India called?,Indian Rupee,TRUE,Indian Dollar,FALSE,Indian Pound,FALSE,Indian Dinar,FALSE,,,,,,,,
442,mr,single_choice,general_studies,moderate,[Marathi] Which planet is known as the Red Planet?,Mars,TRUE,Jupiter,FALSE,Venus,FALSE,Saturn,FALSE,,,,,,,,
443,mr,single_choice,general_studies,difficult,[Marathi] What is the approximate length of the Indian coastline?,7517 km,TRUE,6100 km,FALSE,8500 km,FALSE,5400 km,FALSE,,,,,,,,
444,mr,single_choice,general_studies,difficult,[Marathi] Which is the longest river in India?,Ganga,TRUE,Godavari,FALSE,Brahmaputra,FALSE,Narmada,FALSE,,,,,,,,
445,mr,single_choice,general_studies,difficult,[Marathi] In which year did India conduct its first nuclear test?,1974,TRUE,1971,FALSE,1978,FALSE,1980,FALSE,,,,,,,,
446,mr,single_choice,state_gk,easy,[Marathi] Which state is known as the Spice Garden of India?,Kerala,TRUE,Karnataka,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
447,mr,single_choice,state_gk,easy,[Marathi] Which is the smallest state in India by area?,Goa,TRUE,Sikkim,FALSE,Tripura,FALSE,Mizoram,FALSE,,,,,,,,
448,mr,single_choice,state_gk,moderate,[Marathi] Which state is the largest producer of rice in India?,West Bengal,TRUE,Punjab,FALSE,Uttar Pradesh,FALSE,Andhra Pradesh,FALSE,,,,,,,,
449,mr,single_choice,state_gk,moderate,[Marathi] Which city is known as the Silicon Valley of India?,Bengaluru,TRUE,Hyderabad,FALSE,Pune,FALSE,Chennai,FALSE,,,,,,,,
450,mr,single_choice,state_gk,difficult,[Marathi] Which state has the longest coastline in India?,Gujarat,TRUE,Maharashtra,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
451,mr,single_choice,general_studies,easy,[Marathi] What does ATM stand for?,Automated Teller Machine,TRUE,Automatic Transaction Machine,FALSE,All Time Money,FALSE,Auto Transfer Method,FALSE,,,,,,,,
452,mr,single_choice,general_studies,easy,[Marathi] Which gas do plants absorb from the atmosphere?,Carbon Dioxide,TRUE,Oxygen,FALSE,Nitrogen,FALSE,Hydrogen,FALSE,,,,,,,,
453,mr,single_choice,general_studies,easy,[Marathi] What is the chemical symbol for water?,H2O,TRUE,CO2,FALSE,O2,FALSE,NaCl,FALSE,,,,,,,,
454,mr,single_choice,general_studies,moderate,[Marathi] Which vitamin is produced when human skin is exposed to sunlight?,Vitamin D,TRUE,Vitamin A,FALSE,Vitamin C,FALSE,Vitamin E,FALSE,,,,,,,,
455,mr,single_choice,general_studies,moderate,[Marathi] What is the SI unit of electric current?,Ampere,TRUE,Volt,FALSE,Watt,FALSE,Ohm,FALSE,,,,,,,,
456,mr,single_choice,general_studies,moderate,[Marathi] Which blood group is known as the universal donor?,O negative,TRUE,AB positive,FALSE,A positive,FALSE,B negative,FALSE,,,,,,,,
457,mr,single_choice,general_studies,difficult,[Marathi] What is the speed of light in vacuum?,3 lakh km per second,TRUE,2 lakh km per second,FALSE,4 lakh km per second,FALSE,1 lakh km per second,FALSE,,,,,,,,
458,mr,single_choice,general_studies,difficult,[Marathi] Which element has the highest melting point?,Tungsten,TRUE,Iron,FALSE,Gold,FALSE,Platinum,FALSE,,,,,,,,
459,mr,single_choice,moyas,easy,[Marathi] What is the full form of NCC?,National Cadet Corps,TRUE,National Civil Corps,FALSE,National Community Center,FALSE,National Cultural Committee,FALSE,,,,,,,,
460,mr,single_choice,moyas,easy,[Marathi] Which program encourages youth to volunteer for community service?,Volunteer for Bharat,TRUE,Startup India,FALSE,Digital India,FALSE,Make in India,FALSE,,,,,,,,
461,mr,single_choice,moyas,moderate,[Marathi] What is the duration of standard NSS special camp?,7 days,TRUE,10 days,FALSE,5 days,FALSE,15 days,FALSE,,,,,,,,
462,mr,single_choice,moyas,moderate,[Marathi] Which initiative connects youth with experiential learning?,MY Bharat ELP,TRUE,Skill India Portal,FALSE,PMKVY,FALSE,NSDC Portal,FALSE,,,,,,,,
463,mr,single_choice,moyas,difficult,[Marathi] How many hours of community service are required per year in NSS?,120 hours,TRUE,100 hours,FALSE,150 hours,FALSE,200 hours,FALSE,,,,,,,,
464,mr,single_choice,general_studies,easy,[Marathi] What is the national flower of India?,Lotus,TRUE,Rose,FALSE,Sunflower,FALSE,Jasmine,FALSE,,,,,,,,
465,mr,single_choice,general_studies,easy,[Marathi] Which continent is India located in?,Asia,TRUE,Europe,FALSE,Africa,FALSE,Australia,FALSE,,,,,,,,
466,mr,single_choice,general_studies,easy,[Marathi] What is the national bird of India?,Indian Peacock,TRUE,Parrot,FALSE,Eagle,FALSE,Sparrow,FALSE,,,,,,,,
467,mr,single_choice,general_studies,moderate,[Marathi] Who wrote the Indian national anthem?,Rabindranath Tagore,TRUE,Bankim Chandra Chattopadhyay,FALSE,Sarojini Naidu,FALSE,Muhammad Iqbal,FALSE,,,,,,,,
468,mr,single_choice,general_studies,moderate,[Marathi] Which is the largest democracy in the world?,India,TRUE,United States,FALSE,United Kingdom,FALSE,France,FALSE,,,,,,,,
469,mr,single_choice,general_studies,moderate,[Marathi] What is the tenure of the President of India?,5 years,TRUE,4 years,FALSE,6 years,FALSE,7 years,FALSE,,,,,,,,
470,mr,single_choice,general_studies,difficult,[Marathi] How many schedules are there in the Indian Constitution?,12,TRUE,10,FALSE,8,FALSE,14,FALSE,,,,,,,,
471,mr,single_choice,general_studies,difficult,[Marathi] Which amendment is known as the Mini Constitution?,42nd Amendment,TRUE,44th Amendment,FALSE,73rd Amendment,FALSE,86th Amendment,FALSE,,,,,,,,
472,mr,single_choice,state_gk,easy,[Marathi] Which state is known as Gods Own Country?,Kerala,TRUE,Goa,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
473,mr,single_choice,state_gk,moderate,[Marathi] Which state has the maximum number of districts?,Uttar Pradesh,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Rajasthan,FALSE,,,,,,,,
474,mr,single_choice,state_gk,difficult,[Marathi] Which was the first state formed on linguistic basis in India?,Andhra Pradesh,TRUE,Tamil Nadu,FALSE,Karnataka,FALSE,Gujarat,FALSE,,,,,,,,
475,mr,multi_choice,moyas,easy,[Marathi] Which of the following are youth development programs in India?,NSS,TRUE,NCC,TRUE,FIFA,FALSE,MY Bharat,TRUE,,,,,,,,
476,mr,multi_choice,moyas,moderate,[Marathi] Which activities are included in MY Bharat platform?,Volunteering,TRUE,Experiential Learning,TRUE,Stock Trading,FALSE,Quiz and Essay,TRUE,,,,,,,,
477,mr,multi_choice,general_studies,easy,[Marathi] Which of these are Union Territories of India?,Delhi,TRUE,Chandigarh,TRUE,Goa,FALSE,Puducherry,TRUE,,,,,,,,
478,mr,multi_choice,general_studies,moderate,[Marathi] Which rivers originate from the Himalayas?,Ganga,TRUE,Yamuna,TRUE,Kaveri,FALSE,Brahmaputra,TRUE,,,,,,,,
479,mr,single_choice,general_studies,easy,[Marathi] What is the boiling point of water at sea level?,100 degree Celsius,TRUE,90 degree Celsius,FALSE,110 degree Celsius,FALSE,80 degree Celsius,FALSE,,,,,,,,
480,mr,single_choice,general_studies,easy,[Marathi] How many bones are there in an adult human body?,206,TRUE,208,FALSE,204,FALSE,200,FALSE,,,,,,,,
481,mr,single_choice,general_studies,moderate,[Marathi] Which organ in the human body produces insulin?,Pancreas,TRUE,Liver,FALSE,Kidney,FALSE,Heart,FALSE,,,,,,,,
482,mr,single_choice,general_studies,moderate,[Marathi] What is the hardest natural substance on Earth?,Diamond,TRUE,Granite,FALSE,Iron,FALSE,Quartz,FALSE,,,,,,,,
483,mr,single_choice,general_studies,difficult,[Marathi] Which Indian mathematician invented the concept of zero?,Aryabhatta,TRUE,Ramanujan,FALSE,Brahmagupta,FALSE,Bhaskara,FALSE,,,,,,,,
484,mr,single_choice,general_studies,difficult,[Marathi] What is the ph value of pure water?,7,TRUE,6,FALSE,8,FALSE,5,FALSE,,,,,,,,
485,mr,single_choice,general_studies,easy,[Marathi] Which planet is closest to the Sun?,Mercury,TRUE,Venus,FALSE,Earth,FALSE,Mars,FALSE,,,,,,,,
486,mr,single_choice,general_studies,easy,[Marathi] What is the largest organ of the human body?,Skin,TRUE,Liver,FALSE,Brain,FALSE,Heart,FALSE,,,,,,,,
487,mr,single_choice,general_studies,moderate,[Marathi] Which Indian state was the first to implement the Panchayati Raj system?,Rajasthan,TRUE,Kerala,FALSE,Tamil Nadu,FALSE,Gujarat,FALSE,,,,,,,,
488,mr,single_choice,general_studies,moderate,[Marathi] In which year was the Right to Education Act enacted?,2009,TRUE,2005,FALSE,2010,FALSE,2012,FALSE,,,,,,,,
489,mr,single_choice,general_studies,difficult,[Marathi] What is the total number of parliamentary constituencies in India?,543,TRUE,545,FALSE,540,FALSE,550,FALSE,,,,,,,,
490,mr,single_choice,general_studies,difficult,[Marathi] Which committee recommended the formation of Panchayati Raj in India?,Balwant Rai Mehta Committee,TRUE,Ashok Mehta Committee,FALSE,Sarkaria Commission,FALSE,Shah Commission,FALSE,,,,,,,,
491,mr,single_choice,moyas,easy,[Marathi] What does ELP stand for in MY Bharat?,Experiential Learning Program,TRUE,Education Learning Platform,FALSE,Electronic Literacy Program,FALSE,Employment Linkage Portal,FALSE,,,,,,,,
492,mr,single_choice,moyas,moderate,[Marathi] Which year was International Youth Day first observed?,1999,TRUE,2000,FALSE,1995,FALSE,2005,FALSE,,,,,,,,
493,mr,single_choice,moyas,difficult,[Marathi] What is the theme of National Youth Policy 2014?,Youth Development and Empowerment,TRUE,Youth Employment,FALSE,Youth Education,FALSE,Youth Health,FALSE,,,,,,,,
494,mr,single_choice,general_studies,easy,[Marathi] Which is the longest written constitution in the world?,Indian Constitution,TRUE,US Constitution,FALSE,British Constitution,FALSE,French Constitution,FALSE,,,,,,,,
495,mr,single_choice,general_studies,moderate,[Marathi] What percentage of seats are reserved for women in local bodies?,33 percent,TRUE,25 percent,FALSE,50 percent,FALSE,40 percent,FALSE,,,,,,,,
496,mr,single_choice,general_studies,difficult,[Marathi] Which Five Year Plan introduced the concept of inclusive growth?,11th Five Year Plan,TRUE,10th Five Year Plan,FALSE,12th Five Year Plan,FALSE,9th Five Year Plan,FALSE,,,,,,,,
497,mr,multi_choice,general_studies,moderate,[Marathi] Which of these are Fundamental Duties under Article 51A?,Respect the national flag,TRUE,Protect the environment,TRUE,Pay income tax,FALSE,Promote harmony,TRUE,,,,,,,,
498,mr,multi_choice,state_gk,easy,[Marathi] Which of these cities are state capitals?,Jaipur,TRUE,Lucknow,TRUE,Pune,FALSE,Bhopal,TRUE,,,,,,,,
499,mr,single_choice,general_studies,easy,[Marathi] What is the national game of India?,Hockey,TRUE,Cricket,FALSE,Football,FALSE,Kabaddi,FALSE,,,,,,,,
500,mr,single_choice,general_studies,moderate,[Marathi] Which Indian institution is responsible for monetary policy?,Reserve Bank of India,TRUE,SEBI,FALSE,NABARD,FALSE,SBI,FALSE,,,,,,,,
